Time	Total Time	Instances	Avg	Med	Min	Max	StdDev	Style	Range
0.0%	507.611 μs	504	1.007 μs	948 ns	793 ns	8.372 μs	541 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	506.364 μs	1	506.364 μs	506.364 μs	506.364 μs	506.364 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.self_attn', 'positions': [[84]], 'hidden_states': [[84, 2048]]}
0.0%	506.278 μs	1	506.278 μs	506.278 μs	506.278 μs	506.278 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn', 'positions': [[20]], 'hidden_states': [[20, 2048]]}
0.0%	506.190 μs	504	1.004 μs	986 ns	821 ns	1.435 μs	90 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.act_fn', 'Outputs': [[100, 8192]]}
0.0%	505.692 μs	504	1.003 μs	987 ns	854 ns	1.600 μs	90 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp.act_fn', 'Outputs': [[100, 8192]]}
0.0%	505.048 μs	1	505.048 μs	505.048 μs	505.048 μs	505.048 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn', 'positions': [[36]], 'hidden_states': [[36, 2048]]}
0.0%	504.557 μs	1	504.557 μs	504.557 μs	504.557 μs	504.557 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn', 'positions': [[84]], 'hidden_states': [[84, 2048]]}
0.0%	504.529 μs	1	504.529 μs	504.529 μs	504.529 μs	504.529 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn', 'positions': [[4]], 'hidden_states': [[4, 2048]]}
0.0%	504.284 μs	504	1.000 μs	971 ns	829 ns	7.439 μs	299 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp.act_fn', 'Outputs': [[100, 8192]]}
0.0%	504.119 μs	1	504.119 μs	504.119 μs	504.119 μs	504.119 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn', 'positions': [[20]], 'hidden_states': [[20, 2048]]}
0.0%	504.114 μs	504	1.000 μs	944 ns	801 ns	16.459 μs	758 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	503.983 μs	1	503.983 μs	503.983 μs	503.983 μs	503.983 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn', 'positions': [[36]], 'hidden_states': [[36, 2048]]}
0.0%	503.672 μs	1	503.672 μs	503.672 μs	503.672 μs	503.672 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.self_attn', 'positions': [[99]], 'hidden_states': [[99, 2048]]}
0.0%	503.151 μs	1	503.151 μs	503.151 μs	503.151 μs	503.151 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn', 'positions': [[99]], 'hidden_states': [[99, 2048]]}
0.0%	502.864 μs	1	502.864 μs	502.864 μs	502.864 μs	502.864 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn', 'positions': [[4]], 'hidden_states': [[4, 2048]]}
0.0%	502.778 μs	1	502.778 μs	502.778 μs	502.778 μs	502.778 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn', 'positions': [[84]], 'hidden_states': [[84, 2048]]}
0.0%	502.720 μs	1	502.720 μs	502.720 μs	502.720 μs	502.720 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.self_attn', 'positions': [[36]], 'hidden_states': [[36, 2048]]}
0.0%	502.624 μs	1	502.624 μs	502.624 μs	502.624 μs	502.624 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn', 'positions': [[36]], 'hidden_states': [[36, 2048]]}
0.0%	502.480 μs	1	502.480 μs	502.480 μs	502.480 μs	502.480 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn', 'positions': [[84]], 'hidden_states': [[84, 2048]]}
0.0%	501.243 μs	504	994 ns	927 ns	770 ns	11.046 μs	717 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	499.898 μs	1	499.898 μs	499.898 μs	499.898 μs	499.898 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn', 'positions': [[36]], 'hidden_states': [[36, 2048]]}
0.0%	498.951 μs	1	498.951 μs	498.951 μs	498.951 μs	498.951 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn', 'positions': [[4]], 'hidden_states': [[4, 2048]]}
0.0%	498.859 μs	1	498.859 μs	498.859 μs	498.859 μs	498.859 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn', 'positions': [[20]], 'hidden_states': [[20, 2048]]}
0.0%	497.191 μs	504	986 ns	960 ns	825 ns	8.280 μs	335 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	497.126 μs	504	986 ns	976 ns	846 ns	1.337 μs	69 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.mlp.act_fn', 'Outputs': [[100, 8192]]}
0.0%	496.894 μs	504	985 ns	948 ns	770 ns	11.125 μs	480 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	496.846 μs	1	496.846 μs	496.846 μs	496.846 μs	496.846 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.self_attn', 'positions': [[20]], 'hidden_states': [[20, 2048]]}
0.0%	496.131 μs	1	496.131 μs	496.131 μs	496.131 μs	496.131 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.mlp', 'Inputs': [[512, 2048]]}
0.0%	495.713 μs	504	983 ns	940 ns	805 ns	16.313 μs	688 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	494.454 μs	504	981 ns	953 ns	803 ns	8.113 μs	330 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	494.395 μs	504	980 ns	968 ns	794 ns	1.446 μs	76 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp.act_fn', 'Outputs': [[100, 8192]]}
0.0%	494.084 μs	504	980 ns	923 ns	788 ns	16.559 μs	751 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	493.988 μs	1	493.988 μs	493.988 μs	493.988 μs	493.988 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	493.944 μs	504	980 ns	920 ns	742 ns	11.076 μs	708 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn', 'Outputs': [[100, 2048]]}
0.0%	492.101 μs	1	492.101 μs	492.101 μs	492.101 μs	492.101 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.self_attn', 'positions': [[36]], 'hidden_states': [[36, 2048]]}
0.0%	491.873 μs	1	491.873 μs	491.873 μs	491.873 μs	491.873 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn', 'positions': [[20]], 'hidden_states': [[20, 2048]]}
0.0%	491.222 μs	504	974 ns	918 ns	754 ns	8.505 μs	506 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn', 'Outputs': [[100, 2048]]}
0.0%	489.443 μs	1	489.443 μs	489.443 μs	489.443 μs	489.443 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp', 'Inputs': [[512, 2048]]}
0.0%	489.011 μs	1	489.011 μs	489.011 μs	489.011 μs	489.011 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.self_attn', 'positions': [[20]], 'hidden_states': [[20, 2048]]}
0.0%	488.933 μs	1	488.933 μs	488.933 μs	488.933 μs	488.933 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	488.534 μs	1	488.534 μs	488.534 μs	488.534 μs	488.534 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn', 'positions': [[20]], 'hidden_states': [[20, 2048]]}
0.0%	487.257 μs	504	966 ns	910 ns	787 ns	16.366 μs	755 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.self_attn', 'Outputs': [[100, 2048]]}
0.0%	486.697 μs	504	965 ns	920 ns	773 ns	9.362 μs	531 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	486.107 μs	504	964 ns	922 ns	782 ns	10.080 μs	495 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	485.255 μs	504	962 ns	910 ns	717 ns	12.963 μs	630 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn', 'Outputs': [[100, 2048]]}
0.0%	485.222 μs	504	962 ns	887 ns	750 ns	11.121 μs	664 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	482.824 μs	504	958 ns	918 ns	780 ns	11.020 μs	537 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn', 'Outputs': [[100, 2048]]}
0.0%	482.419 μs	6	80.403 μs	74.648 μs	67.368 μs	116.693 μs	18.296 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.qkv_proj', 'TrainableParams': {'weight': [3072, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	482.050 μs	504	956 ns	942 ns	772 ns	1.382 μs	81 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	481.593 μs	504	955 ns	920 ns	782 ns	8.737 μs	465 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn', 'Outputs': [[100, 2048]]}
0.0%	478.417 μs	504	949 ns	911 ns	783 ns	8.624 μs	429 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.self_attn', 'Outputs': [[100, 2048]]}
0.0%	477.716 μs	504	947 ns	917 ns	792 ns	10.981 μs	454 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn', 'Outputs': [[100, 2048]]}
0.0%	476.169 μs	504	944 ns	867 ns	722 ns	16.704 μs	878 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.mlp', 'Outputs': [[100, 2048]]}
0.0%	476.004 μs	504	944 ns	903 ns	769 ns	9.111 μs	494 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn', 'Outputs': [[100, 2048]]}
0.0%	475.169 μs	1	475.169 μs	475.169 μs	475.169 μs	475.169 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp', 'Inputs': [[36, 2048]]}
0.0%	474.817 μs	504	942 ns	904 ns	732 ns	8.730 μs	474 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn', 'Outputs': [[100, 2048]]}
0.0%	474.456 μs	504	941 ns	905 ns	767 ns	8.280 μs	413 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn', 'Outputs': [[100, 2048]]}
0.0%	473.843 μs	504	940 ns	902 ns	764 ns	14.108 μs	592 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.self_attn', 'Outputs': [[100, 2048]]}
0.0%	473.028 μs	1	473.028 μs	473.028 μs	473.028 μs	473.028 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.mlp', 'Inputs': [[512, 2048]]}
0.0%	471.976 μs	504	936 ns	921 ns	762 ns	1.540 μs	86 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	469.469 μs	504	931 ns	918 ns	782 ns	1.334 μs	81 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13', 'Outputs': [[100, 2048], [100, 2048]]}
0.0%	466.582 μs	504	925 ns	902 ns	785 ns	7.515 μs	302 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.self_attn', 'Outputs': [[100, 2048]]}
0.0%	465.707 μs	504	924 ns	851 ns	721 ns	16.368 μs	974 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.mlp', 'Outputs': [[100, 2048]]}
0.0%	464.565 μs	504	921 ns	907 ns	778 ns	4.203 μs	164 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn', 'Outputs': [[100, 2048]]}
0.0%	464.550 μs	1	464.550 μs	464.550 μs	464.550 μs	464.550 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	464.540 μs	504	921 ns	883 ns	747 ns	8.597 μs	489 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.self_attn', 'Outputs': [[100, 2048]]}
0.0%	463.519 μs	1	463.519 μs	463.519 μs	463.519 μs	463.519 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	462.691 μs	504	918 ns	907 ns	736 ns	1.395 μs	70 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn', 'Outputs': [[100, 2048]]}
0.0%	461.994 μs	504	916 ns	853 ns	724 ns	11.025 μs	644 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.mlp', 'Outputs': [[100, 2048]]}
0.0%	461.792 μs	504	916 ns	858 ns	737 ns	16.292 μs	823 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.mlp', 'Outputs': [[100, 2048]]}
0.0%	456.184 μs	504	905 ns	863 ns	714 ns	9.252 μs	485 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.mlp', 'Outputs': [[100, 2048]]}
0.0%	453.837 μs	1	453.837 μs	453.837 μs	453.837 μs	453.837 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	451.309 μs	1	451.309 μs	451.309 μs	451.309 μs	451.309 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.attn', 'Inputs': [[512, 2048], [512, 512], [512, 512]]}
0.0%	451.193 μs	1	451.193 μs	451.193 μs	451.193 μs	451.193 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	451.063 μs	1	451.063 μs	451.063 μs	451.063 μs	451.063 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	450.637 μs	504	894 ns	859 ns	730 ns	11.006 μs	477 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.mlp', 'Outputs': [[100, 2048]]}
0.0%	449.438 μs	504	891 ns	849 ns	721 ns	10.966 μs	525 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.mlp', 'Outputs': [[100, 2048]]}
0.0%	448.758 μs	504	890 ns	860 ns	714 ns	9.844 μs	407 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.mlp', 'Outputs': [[100, 2048]]}
0.0%	448.395 μs	504	889 ns	877 ns	742 ns	1.409 μs	81 ns	PushPop	:{'Module': 'LlamaForCausalLM', 'Outputs': [[100, 2048]]}
0.0%	447.815 μs	504	888 ns	851 ns	684 ns	7.552 μs	407 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.mlp', 'Outputs': [[100, 2048]]}
0.0%	447.312 μs	504	887 ns	860 ns	708 ns	8.006 μs	352 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.mlp', 'Outputs': [[100, 2048]]}
0.0%	446.171 μs	1	446.171 μs	446.171 μs	446.171 μs	446.171 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	445.720 μs	1	445.720 μs	445.720 μs	445.720 μs	445.720 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp', 'Inputs': [[16, 2048]]}
0.0%	445.484 μs	1	445.484 μs	445.484 μs	445.484 μs	445.484 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	444.727 μs	504	882 ns	853 ns	733 ns	11.092 μs	460 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.mlp', 'Outputs': [[100, 2048]]}
0.0%	444.413 μs	504	881 ns	872 ns	735 ns	1.464 μs	82 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp', 'Outputs': [[100, 2048]]}
0.0%	444.347 μs	1	444.347 μs	444.347 μs	444.347 μs	444.347 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp', 'Inputs': [[512, 2048]]}
0.0%	442.222 μs	1	442.222 μs	442.222 μs	442.222 μs	442.222 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn.attn', 'Inputs': [[512, 2048], [512, 512], [512, 512]]}
0.0%	441.357 μs	504	875 ns	864 ns	731 ns	1.356 μs	82 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp', 'Outputs': [[100, 2048]]}
0.0%	440.974 μs	1	440.974 μs	440.974 μs	440.974 μs	440.974 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	438.256 μs	504	869 ns	861 ns	736 ns	1.246 μs	62 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.4.mlp', 'Outputs': [[100, 2048]]}
0.0%	436.545 μs	1	436.545 μs	436.545 μs	436.545 μs	436.545 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	436.445 μs	1	436.445 μs	436.445 μs	436.445 μs	436.445 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	436.441 μs	1	436.441 μs	436.441 μs	436.441 μs	436.441 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	435.319 μs	504	863 ns	852 ns	718 ns	1.356 μs	74 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp', 'Outputs': [[100, 2048]]}
0.0%	430.759 μs	1	430.759 μs	430.759 μs	430.759 μs	430.759 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp', 'Inputs': [[52, 2048]]}
0.0%	430.454 μs	504	854 ns	843 ns	706 ns	1.343 μs	72 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp', 'Outputs': [[100, 2048]]}
0.0%	422.563 μs	1	422.563 μs	422.563 μs	422.563 μs	422.563 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.self_attn', 'positions': [[256]], 'hidden_states': [[256, 2048]]}
0.0%	418.803 μs	6	69.800 μs	68.522 μs	62.689 μs	78.590 μs	6.529 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	417.559 μs	1	417.559 μs	417.559 μs	417.559 μs	417.559 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp', 'Inputs': [[4, 2048]]}
0.0%	403.181 μs	6	67.196 μs	70.112 μs	59.694 μs	71.547 μs	5.684 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	395.876 μs	6	65.979 μs	61.156 μs	58.690 μs	91.097 μs	12.422 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	394.769 μs	6	65.794 μs	62.088 μs	59.994 μs	75.884 μs	7.364 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.8.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	391.602 μs	1	391.602 μs	391.602 μs	391.602 μs	391.602 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[256, 2048]]}
0.0%	390.891 μs	6	65.148 μs	59.283 μs	57.618 μs	86.635 μs	11.468 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.9.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	390.037 μs	6	65.006 μs	61.892 μs	59.502 μs	77.869 μs	6.935 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	383.770 μs	6	63.961 μs	63.641 μs	61.087 μs	68.070 μs	2.489 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	383.468 μs	6	63.911 μs	62.790 μs	57.289 μs	72.469 μs	6.403 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.7.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	382.285 μs	1	382.285 μs	382.285 μs	382.285 μs	382.285 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp', 'Inputs': [[68, 2048]]}
0.0%	380.038 μs	6	63.339 μs	63.004 μs	59.498 μs	67.450 μs	3.486 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	378.837 μs	6	63.139 μs	60.265 μs	58.160 μs	78.994 μs	7.859 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.12.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	378.825 μs	6	63.137 μs	60.734 μs	58.650 μs	70.930 μs	5.171 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	377.627 μs	6	62.937 μs	62.364 μs	59.520 μs	68.199 μs	2.877 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	376.699 μs	6	62.783 μs	62.444 μs	59.958 μs	67.954 μs	2.784 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.5.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	375.497 μs	6	62.582 μs	61.517 μs	58.046 μs	72.453 μs	5.139 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.14.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	374.555 μs	6	62.425 μs	58.832 μs	57.412 μs	73.058 μs	6.809 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.6.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	371.016 μs	6	61.836 μs	60.234 μs	59.146 μs	68.951 μs	3.655 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.2.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	370.974 μs	6	61.829 μs	60.243 μs	57.920 μs	69.634 μs	4.556 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	370.724 μs	6	61.787 μs	60.492 μs	59.016 μs	69.138 μs	3.817 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.10.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	370.614 μs	6	61.769 μs	61.659 μs	61.329 μs	62.520 μs	409 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.3.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	369.334 μs	6	61.555 μs	60.448 μs	58.777 μs	67.521 μs	3.239 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.15.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	369.136 μs	6	61.522 μs	61.634 μs	59.048 μs	63.767 μs	1.532 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.13.self_attn.o_proj', 'TrainableParams': {'weight': [2048, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	367.627 μs	6	61.271 μs	60.760 μs	57.157 μs	66.515 μs	3.080 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.1.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[8192, 2048]]}
0.0%	366.808 μs	1	366.808 μs	366.808 μs	366.808 μs	366.808 μs	0 ns	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.0.mlp', 'Inputs': [[20, 2048]]}
0.0%	366.163 μs	6	61.027 μs	60.072 μs	57.225 μs	69.032 μs	4.294 μs	PushPop	:{'Module': 'LlamaForCausalLM.model.layers.11.mlp.gate_up_proj', 'TrainableParams': {'weight': [16384, 2048]}, 'Inputs': [[8192, 2048]]}
